transaction_id,wallet_id,user_id,merchant_id,counterparty_user_id,transaction_type_id,payment_method_id,transaction_status_id,amount,transaction_timestamp,channel,reference_number,created_at
TX055633,W005815,U005815,,,3,3,1,2000000.0,2025-05-05 20:47:06,BANK,REF-946EBCC00A614E3E,2025-05-05 20:47:06
TX055634,W006474,U006474,M000786,,1,1,1,215628.63,2026-08-19 13:50:03,WEB,REF-559F5835EE30419E,2026-08-19 13:50:03
TX055635,W001253,U001253,,U002493,2,1,1,1887147.28,2025-07-17 22:29:35,QRIS,REF-FAAFA311456E425B,2025-07-17 22:29:35
TX055636,W002020,U002020,,U000096,2,1,1,1046556.52,2025-08-26 17:27:55,MOBILE_APP,REF-C90F64E0A8CB44EB,2025-08-26 17:27:55
TX055637,W001469,U001469,M000672,,6,1,1,55845.63,2025-05-01 18:06:31,QRIS,REF-724D904AD8DF4443,2025-05-01 18:06:31
TX055638,W001275,U001275,M000354,,1,6,1,150925.51,2026-07-10 15:33:21,MOBILE_APP,REF-46E4EFBF57F44382,2026-07-10 15:33:21
TX055639,W008250,U008250,,U006360,2,1,1,1315043.21,2024-08-16 19:18:16,MOBILE_APP,REF-58617ADF50254282,2024-08-16 19:18:16
TX055640,W004681,U004681,,U005207,2,1,1,66642.21,2026-01-12 18:12:34,WEB,REF-21175C9ACE8641C4,2026-01-12 18:12:34
TX055641,W009593,U009593,M000811,,1,6,1,297453.43,2025-12-30 20:29:47,MOBILE_APP,REF-BADB6346E0204EAB,2025-12-30 20:29:47
TX055642,W001317,U001317,M000796,,1,3,1,44107.8,2026-03-30 05:50:32,MOBILE_APP,REF-89857F29535C4D1C,2026-03-30 05:50:32
TX055643,W002810,U002810,M000340,,1,4,1,10707277.8,2026-01-10 15:02:14,MOBILE_APP,REF-06FE705A2FF1493C,2026-01-10 15:02:14
TX055644,W005636,U005636,M000814,,1,2,1,105832.48,2025-06-07 07:18:42,MOBILE_APP,REF-D4D6E2453E1E4FA2,2025-06-07 07:18:42
TX055645,W008078,U008078,M000912,,1,1,1,286451.42,2025-05-27 23:13:22,WEB,REF-A0DAF15F8C054AA2,2025-05-27 23:13:22
TX055646,W000791,U000791,,,3,6,1,100000.0,2025-04-15 20:22:39,MOBILE_APP,REF-C2FCF9D0B5384939,2025-04-15 20:22:39
TX055647,W005735,U005735,M000856,,1,2,1,270442.01,2026-08-15 13:37:01,MOBILE_APP,REF-8B0CD6E1B2CE49C9,2026-08-15 13:37:01
TX055648,W000117,U000117,M000149,,6,1,1,1444213.82,2026-08-01 12:50:07,QRIS,REF-E2C393A21FDD4C6F,2026-08-01 12:50:07
TX055649,W005165,U005165,M000931,,6,6,1,1381355.8,2025-05-11 07:49:00,WEB,REF-DC1805EDE3DF4BB6,2025-05-11 07:49:00
TX055650,W001494,U001494,M000934,,6,1,4,712256.32,2026-07-18 16:36:50,WEB,REF-556489F6A1C54988,2026-07-18 16:36:50
TX055651,W007777,U007777,M000646,,1,6,4,611234.38,2026-07-23 11:57:08,QRIS,REF-206AD0CDE12F496B,2026-07-23 11:57:08
TX055652,W004859,U004859,,U005053,2,1,1,21522.95,2026-06-07 19:42:22,MOBILE_APP,REF-A9BBE1D320844621,2026-06-07 19:42:22
TX055653,W001444,U001444,,U005194,2,1,1,966699.41,2026-07-26 09:00:44,QRIS,REF-501AD19CA6BE4DE3,2026-07-26 09:00:44
TX055654,W006825,U006825,,U005773,2,1,2,287544.71,2026-05-13 07:56:35,BANK,REF-24257357408E491B,2026-05-13 07:56:35
TX055655,W001352,U001352,M000494,,6,1,1,1652266.25,2025-12-17 16:59:43,MOBILE_APP,REF-8F7A8CF79892475F,2025-12-17 16:59:43
TX055656,W006302,U006302,,,3,3,1,2000000.0,2026-04-14 23:28:00,MOBILE_APP,REF-59134113CEB746BB,2026-04-14 23:28:00
TX055657,W006587,U006587,,U008533,2,1,1,232689.3,2025-09-23 17:17:16,MOBILE_APP,REF-429606E2E8B14D34,2025-09-23 17:17:16
TX055658,W009033,U009033,,U008167,2,1,1,702442.39,2026-02-13 17:27:46,MOBILE_APP,REF-826E877431DD4892,2026-02-13 17:27:46
TX055659,W001398,U001398,M000616,,1,4,1,142981.55,2026-07-15 09:52:43,MOBILE_APP,REF-20FD3ED4B4C745DD,2026-07-15 09:52:43
TX055660,W007472,U007472,,U004123,2,1,1,143397.57,2026-08-01 14:09:26,WEB,REF-F223BE1DCFF74C77,2026-08-01 14:09:26
TX055661,W007684,U007684,,U008488,2,1,1,228079.66,2026-02-07 16:37:10,MOBILE_APP,REF-D3BE3F4A9D654D95,2026-02-07 16:37:10
TX055662,W002361,U002361,,U004671,2,1,1,70722.55,2025-03-23 15:40:16,MOBILE_APP,REF-A9E4AA5414C04EA6,2025-03-23 15:40:16
TX055663,W006110,U006110,M000277,,1,2,1,121565.27,2024-12-25 18:41:17,QRIS,REF-54A9CE25925846A3,2024-12-25 18:41:17
TX055664,W005749,U005749,M000157,,1,2,1,567157.45,2026-07-10 12:01:56,QRIS,REF-169B3238A4304C94,2026-07-10 12:01:56
TX055665,W004123,U004123,,,3,6,1,5000000.0,2026-01-11 15:14:25,BANK,REF-F89F7659DDE94F30,2026-01-11 15:14:25
TX055666,W001727,U001727,M000970,,1,1,1,3000000.0,2026-05-06 17:07:27,QRIS,REF-C646C01BE24E43C3,2026-05-06 17:07:27
TX055667,W007469,U007469,M000802,,1,2,1,1000000.0,2025-09-12 09:12:39,QRIS,REF-90413B146BB349BD,2025-09-12 09:12:39
TX055668,W000244,U000244,,,3,6,1,20000.0,2026-05-30 21:06:09,BANK,REF-C02A61FD20CD402A,2026-05-30 21:06:09
TX055669,W007376,U007376,,,3,6,1,1000000.0,2025-11-06 12:01:33,MOBILE_APP,REF-2C8463B38F75450D,2025-11-06 12:01:33
TX055670,W000217,U000217,,,3,6,1,200000.0,2026-04-18 19:36:13,MOBILE_APP,REF-237F7BC6E86542CB,2026-04-18 19:36:13
TX055671,W007765,U007765,M000713,,1,6,1,750000.0,2026-04-13 20:18:32,QRIS,REF-DCCA2CFFA63647EE,2026-04-13 20:18:32
TX055672,W009983,U009983,,,3,6,1,5000000.0,2026-05-21 14:42:45,WEB,REF-86CF738AD7E84D64,2026-05-21 14:42:45
TX055673,W006777,U006777,,,4,6,1,50000.0,2026-02-22 15:32:55,BANK,REF-BCBDBC6132BC42E9,2026-02-22 15:32:55
TX055674,W005187,U005187,M000174,,1,4,1,5266717.74,2026-06-16 16:02:30,WEB,REF-6CA5E37F4FE945D0,2026-06-16 16:02:30
TX055675,W005951,U005951,,,4,6,1,1000000.0,2025-12-26 11:13:21,BANK,REF-F8C30EDC13EE4BEA,2025-12-26 11:13:21
TX055676,W008713,U008713,M000296,,1,1,1,59292.98,2026-03-09 13:22:46,MOBILE_APP,REF-447DE0761BF54EA3,2026-03-09 13:22:46
TX055677,W007371,U007371,,,3,4,1,100000.0,2026-06-23 14:42:04,BANK,REF-8A295A0924134D11,2026-06-23 14:42:04
TX055678,W002492,U002492,M000350,,1,2,1,972367.85,2026-08-11 19:06:54,QRIS,REF-452906AAB0EA4DF0,2026-08-11 19:06:54
TX055679,W003482,U003482,M000278,,6,1,1,1581321.7,2025-09-11 14:22:51,ATM,REF-DD4E692F4B3C462E,2025-09-11 14:22:51
TX055680,W007426,U007426,,,3,4,1,100000.0,2026-02-11 22:52:13,BANK,REF-0F51514AA25F48D5,2026-02-11 22:52:13
TX055681,W004122,U004122,M000240,,1,4,1,1008226.4,2026-02-11 15:48:24,MOBILE_APP,REF-1889B297BAAF4740,2026-02-11 15:48:24
TX055682,W005970,U005970,M000934,,1,6,1,147144.76,2025-10-15 10:53:59,QRIS,REF-756418A51EB4466A,2025-10-15 10:53:59
TX055683,W004341,U004341,M000375,,5,1,1,176111.75,2026-06-05 05:58:57,QRIS,REF-8B04F820D9924EA0,2026-06-05 05:58:57
TX055684,W009823,U009823,,,3,3,1,50000.0,2026-02-05 14:44:30,BANK,REF-7944B9E88AE3463A,2026-02-05 14:44:30
TX055685,W007323,U007323,M000792,,1,2,1,238815.19,2024-02-03 16:03:13,WEB,REF-36355A91D6754362,2024-02-03 16:03:13
TX055686,W003876,U003876,,U006438,2,1,1,945288.11,2024-05-14 18:34:13,MOBILE_APP,REF-5BBB479E92D64906,2024-05-14 18:34:13
TX055687,W009647,U009647,,,3,6,1,20000.0,2026-07-04 19:13:04,WEB,REF-D22A3E108EBD4897,2026-07-04 19:13:04
TX055688,W008260,U008260,,,3,6,1,20000.0,2026-04-10 19:52:59,BANK,REF-144D7AE26CF94893,2026-04-10 19:52:59
TX055689,W002919,U002919,M000256,,1,2,1,10697267.49,2026-07-06 19:36:21,MOBILE_APP,REF-0981BDA034304BAB,2026-07-06 19:36:21
TX055690,W006598,U006598,M000071,,1,2,1,124704.69,2025-10-03 12:29:50,QRIS,REF-7D3401A9C883417C,2025-10-03 12:29:50
TX055691,W007050,U007050,,U007766,2,1,1,211339.86,2025-12-12 18:21:29,WEB,REF-00CFC870762A480F,2025-12-12 18:21:29
TX055692,W005310,U005310,M000499,,1,1,1,48449.75,2026-02-21 09:03:07,MOBILE_APP,REF-64D633ACD6494808,2026-02-21 09:03:07
TX055693,W007893,U007893,M000531,,1,1,1,3401742.51,2025-02-25 13:10:17,QRIS,REF-9EC2627A997643A2,2025-02-25 13:10:17
TX055694,W009746,U009746,,,3,4,1,20000.0,2025-11-23 11:51:12,BANK,REF-F4C4877EEA324759,2025-11-23 11:51:12
TX055695,W008492,U008492,,,3,3,1,100000.0,2025-04-24 16:50:56,BANK,REF-CE7CB14CF3BC44C5,2025-04-24 16:50:56
TX055696,W009634,U009634,M000012,,6,1,1,1655619.59,2026-07-04 11:44:56,BANK,REF-1ECE013DDA184D7B,2026-07-04 11:44:56
TX055697,W005926,U005926,M000649,,1,2,1,282378.91,2025-12-31 11:28:14,QRIS,REF-465E01308F894109,2025-12-31 11:28:14
TX055698,W006714,U006714,M000991,,1,2,1,6974670.75,2026-05-14 19:34:49,QRIS,REF-752D058A6F4441FD,2026-05-14 19:34:49
TX055699,W004035,U004035,M000515,,1,2,1,1933950.37,2025-03-20 13:32:32,QRIS,REF-CD4FC4EA51A948F0,2025-03-20 13:32:32
TX055700,W002500,U002500,M000841,,1,2,1,15000000.0,2026-05-05 19:57:13,MOBILE_APP,REF-CCC54D030A0847DE,2026-05-05 19:57:13
TX055701,W003589,U003589,,U003810,2,1,1,266464.34,2025-03-26 14:58:34,MOBILE_APP,REF-71B83B18308746FE,2025-03-26 14:58:34
TX055702,W000933,U000933,,U006535,2,1,1,106650.07,2026-07-19 14:02:32,QRIS,REF-F5F377A821AD41CD,2026-07-19 14:02:32
TX055703,W006191,U006191,,,3,5,1,20000.0,2026-08-16 20:07:16,MOBILE_APP,REF-7CAFD3F8DA21471B,2026-08-16 20:07:16
TX055704,W004931,U004931,M000197,,1,1,1,237212.05,2025-10-27 21:47:17,MOBILE_APP,REF-6F99FA2234E94464,2025-10-27 21:47:17
TX055705,W003968,U003968,M000010,,1,2,1,227322.21,2026-04-20 09:59:15,MOBILE_APP,REF-7BB7DBB70D7D4DA1,2026-04-20 09:59:15
TX055706,W000701,U000701,M000059,,1,2,1,6013289.02,2025-11-22 12:49:24,MOBILE_APP,REF-DF779F0AF9884300,2025-11-22 12:49:24
TX055707,W003255,U003255,,,3,4,1,2000000.0,2025-10-10 09:56:39,MOBILE_APP,REF-E05826C9D1584CC8,2025-10-10 09:56:39
TX055708,W001034,U001034,M000089,,1,5,1,3849735.87,2025-03-15 13:39:47,QRIS,REF-9354019791E94928,2025-03-15 13:39:47
TX055709,W003550,U003550,M000154,,1,2,1,404428.39,2025-12-06 17:48:43,MOBILE_APP,REF-01AF1D198D2D483F,2025-12-06 17:48:43
TX055710,W001416,U001416,,U001125,2,1,1,119078.29,2024-12-28 18:43:21,MOBILE_APP,REF-4BEA212190154879,2024-12-28 18:43:21
TX055711,W007964,U007964,,U006984,2,1,1,123755.21,2025-05-17 10:41:48,QRIS,REF-F63DCBA8C93343BD,2025-05-17 10:41:48
TX055712,W001304,U001304,M000919,,6,1,1,1534760.57,2026-04-16 17:08:09,BANK,REF-116C54B359524B4E,2026-04-16 17:08:09
TX055713,W009358,U009358,,,3,6,1,5000000.0,2026-03-05 20:54:29,BANK,REF-F8589733106F4AAF,2026-03-05 20:54:29
TX055714,W002812,U002812,M000912,,1,4,1,336470.95,2026-05-01 09:06:52,QRIS,REF-9C1374A80D0244E0,2026-05-01 09:06:52
TX055715,W002233,U002233,,U005000,2,1,3,145254.81,2025-04-27 22:28:49,MOBILE_APP,REF-C04BDB5AA9614D64,2025-04-27 22:28:49
TX055716,W005811,U005811,,,3,6,1,200000.0,2026-08-04 09:24:59,MOBILE_APP,REF-E955AC391C234B75,2026-08-04 09:24:59
TX055717,W008922,U008922,M000006,,1,2,1,337247.66,2026-06-19 16:28:23,QRIS,REF-94789A143AC44F5A,2026-06-19 16:28:23
TX055718,W008954,U008954,,U005637,2,1,1,143511.51,2026-08-20 08:38:13,ATM,REF-285BAC3013E547B4,2026-08-20 08:38:13
TX055719,W008846,U008846,M000415,,1,6,1,1143665.61,2026-05-31 20:21:51,WEB,REF-33C8E202C893415D,2026-05-31 20:21:51
TX055720,W001379,U001379,M000433,,1,6,1,2000000.0,2025-09-09 08:50:23,MOBILE_APP,REF-4770EC438DFD4271,2025-09-09 08:50:23
TX055721,W004804,U004804,,U005961,2,1,1,357167.14,2026-07-12 10:16:18,MOBILE_APP,REF-23ACE4CF1E6D4A2F,2026-07-12 10:16:18
TX055722,W008459,U008459,,,3,3,1,20000.0,2025-01-11 05:29:55,MOBILE_APP,REF-95F8FE6806CF40B9,2025-01-11 05:29:55
TX055723,W007405,U007405,,U003119,2,1,1,424305.56,2026-06-10 11:40:50,ATM,REF-94470142004D42A8,2026-06-10 11:40:50
TX055724,W006054,U006054,M000683,,1,1,1,243135.23,2025-01-06 13:06:23,MOBILE_APP,REF-EF42BE19845F4714,2025-01-06 13:06:23
TX055725,W005575,U005575,M000033,,1,2,1,2000000.0,2025-03-03 19:20:32,MOBILE_APP,REF-683AF93EEDDA4C75,2025-03-03 19:20:32
TX055726,W001165,U001165,M000237,,1,1,1,767405.83,2026-03-24 12:45:12,MOBILE_APP,REF-1E8C7071C44F43E1,2026-03-24 12:45:12
TX055727,W009048,U009048,,,3,5,1,20000.0,2026-04-27 21:10:59,BANK,REF-EADAF3329D884460,2026-04-27 21:10:59
TX055728,W002829,U002829,,U005470,2,1,1,243324.23,2026-05-30 23:48:41,WEB,REF-109A2978C95C4D21,2026-05-30 23:48:41
TX055729,W004636,U004636,M000290,,5,1,1,447698.59,2025-07-24 08:20:34,MOBILE_APP,REF-79BE61435D76424A,2025-07-24 08:20:34
TX055730,W008071,U008071,M000714,,5,1,1,229442.77,2025-05-05 10:15:07,WEB,REF-E2876A6067CB448C,2025-05-05 10:15:07
TX055731,W004095,U004095,M000042,,1,3,1,103209.65,2026-02-14 04:26:34,MOBILE_APP,REF-43BF5BDAC599427C,2026-02-14 04:26:34
TX055732,W002136,U002136,M000429,,6,3,1,762364.26,2026-04-07 22:11:56,WEB,REF-024D1CD33B834CD9,2026-04-07 22:11:56
TX055733,W001309,U001309,M000494,,1,6,1,2647517.1,2026-08-11 18:45:59,QRIS,REF-22D5F3C40C5E43C4,2026-08-11 18:45:59
TX055734,W007090,U007090,,U008219,2,1,1,55365.15,2026-03-05 22:23:31,BANK,REF-650E9ECB370B4FBA,2026-03-05 22:23:31
TX055735,W005783,U005783,M000618,,1,3,1,300000.0,2026-07-02 08:40:32,QRIS,REF-63CABFC5B7E14768,2026-07-02 08:40:32
TX055736,W002203,U002203,,U004203,2,1,1,119794.14,2025-11-16 09:10:55,MOBILE_APP,REF-041AC8B3E3E244D6,2025-11-16 09:10:55
TX055737,W003466,U003466,M000038,,6,6,1,1447793.5,2026-04-20 07:37:24,WEB,REF-33F4A398B14D4A6D,2026-04-20 07:37:24
TX055738,W002160,U002160,M000533,,1,4,1,7277447.38,2026-07-04 14:38:00,WEB,REF-2F690601A669458D,2026-07-04 14:38:00
TX055739,W000184,U000184,M000301,,1,2,1,151539.26,2025-10-19 22:39:11,QRIS,REF-2BD5FE1C67AE4D29,2025-10-19 22:39:11
TX055740,W007072,U007072,,U002698,2,1,1,553539.41,2025-05-19 17:48:13,MOBILE_APP,REF-074F6476C42E47BD,2025-05-19 17:48:13
TX055741,W000956,U000956,,U005814,2,1,1,176582.36,2025-08-31 20:09:34,QRIS,REF-86C88178C71D4BD0,2025-08-31 20:09:34
TX055742,W003218,U003218,,U000163,2,1,1,209629.36,2026-08-19 15:00:19,MOBILE_APP,REF-6ADDEB5D9ED54A0C,2026-08-19 15:00:19
TX055743,W006649,U006649,,U003958,2,1,1,790926.45,2026-01-29 18:18:06,WEB,REF-645D417369AD49B5,2026-01-29 18:18:06
TX055744,W005039,U005039,M000730,,1,6,1,1006751.49,2026-08-05 07:28:59,QRIS,REF-F9F7C333559A44DE,2026-08-05 07:28:59
TX055745,W005276,U005276,,,3,4,1,2000000.0,2025-05-17 01:07:54,BANK,REF-6D45C7CD1DB14075,2025-05-17 01:07:54
TX055746,W002800,U002800,M000606,,6,3,1,1106262.41,2026-03-26 16:36:02,MOBILE_APP,REF-70B7A5344EE747E0,2026-03-26 16:36:02
TX055747,W009384,U009384,,U009557,2,1,1,1139484.3,2026-07-03 11:05:38,MOBILE_APP,REF-B4F958AE37EA47F6,2026-07-03 11:05:38
TX055748,W008367,U008367,,U005507,2,1,1,677689.03,2026-02-09 18:54:27,MOBILE_APP,REF-F61A51D09BBE4A3F,2026-02-09 18:54:27
TX055749,W007216,U007216,,,3,6,1,50000.0,2026-07-22 15:39:24,BANK,REF-0717351556494602,2026-07-22 15:39:24
TX055750,W004078,U004078,,U009527,2,1,1,323966.87,2025-05-01 08:22:02,WEB,REF-A0A8D8EFADE048C0,2025-05-01 08:22:02
TX055751,W007197,U007197,,,3,3,1,20000.0,2025-03-16 07:32:08,BANK,REF-DD6EDF7DF2614B44,2025-03-16 07:32:08
TX055752,W003520,U003520,,U005738,2,1,1,134918.06,2026-07-23 09:33:31,WEB,REF-7F98B589F153462F,2026-07-23 09:33:31
TX055753,W009892,U009892,,U003489,2,1,1,1751252.5,2025-11-11 19:07:51,ATM,REF-51F941E128344AAD,2025-11-11 19:07:51
TX055754,W008998,U008998,M000306,,6,1,1,1733125.63,2026-07-24 12:35:18,QRIS,REF-93CD68CFF2D642A8,2026-07-24 12:35:18
TX055755,W005729,U005729,,U005750,2,1,1,2606692.71,2026-07-04 16:44:42,BANK,REF-C8967D49E94848B3,2026-07-04 16:44:42
TX055756,W006979,U006979,M000847,,1,5,1,251614.02,2026-08-16 15:33:24,MOBILE_APP,REF-7A0FD84E56D04B2A,2026-08-16 15:33:24
TX055757,W000696,U000696,M000273,,5,1,1,374658.69,2026-06-11 22:27:26,WEB,REF-241B8DF7DF5F4E66,2026-06-11 22:27:26
TX055758,W008609,U008609,M000126,,1,6,1,300000.0,2026-07-27 10:50:39,QRIS,REF-5CBA773625054B5E,2026-07-27 10:50:39
TX055759,W004133,U004133,M000866,,1,6,1,127804.12,2026-02-09 08:37:49,QRIS,REF-D7D14A08268A4F32,2026-02-09 08:37:49
TX055760,W007833,U007833,M000386,,1,6,1,287638.29,2026-08-13 17:49:14,MOBILE_APP,REF-1F2129C00F024C90,2026-08-13 17:49:14
TX055761,W003030,U003030,M000238,,1,4,1,339625.6,2026-05-15 20:24:53,QRIS,REF-2F632501B4754EEB,2026-05-15 20:24:53
TX055762,W009195,U009195,,U002838,2,1,1,510533.86,2025-11-19 21:03:17,MOBILE_APP,REF-26BD4E69BE7B444F,2025-11-19 21:03:17
TX055763,W006872,U006872,M000354,,1,2,1,185491.41,2025-05-29 12:07:53,QRIS,REF-E46E0B18BF384BEF,2025-05-29 12:07:53
TX055764,W009969,U009969,M000891,,1,4,1,500000.0,2026-03-05 11:45:59,MOBILE_APP,REF-FCE31CBEF2C24318,2026-03-05 11:45:59
TX055765,W002289,U002289,M000033,,6,3,1,1319683.48,2026-08-14 19:25:23,MOBILE_APP,REF-40BE095D24664A11,2026-08-14 19:25:23
TX055766,W003103,U003103,M000832,,1,2,1,112697.41,2026-03-19 19:10:25,QRIS,REF-B71DE9F60DEF4B2A,2026-03-19 19:10:25
TX055767,W005776,U005776,,U005023,2,1,1,64902.72,2026-05-31 01:36:23,MOBILE_APP,REF-B50AB45E81DB4925,2026-05-31 01:36:23
TX055768,W000135,U000135,M000299,,1,5,1,10000000.0,2025-12-20 06:10:23,MOBILE_APP,REF-F9555936E1FC4460,2025-12-20 06:10:23
TX055769,W000886,U000886,M000257,,5,1,3,442255.64,2025-01-04 15:15:27,QRIS,REF-9BC59B2BB8724FE4,2025-01-04 15:15:27
TX055770,W003963,U003963,,U007352,2,1,1,757497.87,2026-04-11 01:50:41,MOBILE_APP,REF-9D8A14612B494EF8,2026-04-11 01:50:41
TX055771,W000676,U000676,M000163,,1,6,1,596024.38,2024-12-12 16:26:32,MOBILE_APP,REF-D78BD2AA29844332,2024-12-12 16:26:32
TX055772,W005847,U005847,M000026,,5,1,1,225594.47,2025-11-17 13:01:43,QRIS,REF-93FBA82BD1024A93,2025-11-17 13:01:43
TX055773,W004798,U004798,M000008,,1,2,1,1137778.1,2025-04-26 13:15:04,QRIS,REF-C1D0BCE39B7A449F,2025-04-26 13:15:04
TX055774,W000531,U000531,M000491,,1,1,1,1076780.86,2025-06-07 05:34:43,MOBILE_APP,REF-2C1D327B9EF741E7,2025-06-07 05:34:43
TX055775,W009967,U009967,M000926,,1,2,1,3000000.0,2026-07-16 13:41:32,WEB,REF-6C70D3DBC55E4AC1,2026-07-16 13:41:32
TX055776,W007103,U007103,M000717,,1,6,1,102903.71,2026-07-21 18:45:55,MOBILE_APP,REF-44F6DBC75A55411A,2026-07-21 18:45:55
TX055777,W009633,U009633,,U007483,2,1,1,1948422.46,2026-05-26 04:27:10,ATM,REF-3ECDD64691C34743,2026-05-26 04:27:10
TX055778,W000125,U000125,,U009441,2,1,1,208584.88,2025-02-26 09:48:41,ATM,REF-35FA1C29769E4C4B,2025-02-26 09:48:41
TX055779,W000805,U000805,,,4,1,1,1000000.0,2024-07-01 10:26:19,ATM,REF-3947A271E2394328,2024-07-01 10:26:19
TX055780,W005628,U005628,,U007988,2,1,1,398242.28,2024-06-10 20:00:17,MOBILE_APP,REF-10F570086DDD4C95,2024-06-10 20:00:17
TX055781,W008196,U008196,,,4,6,1,500000.0,2026-03-31 17:57:49,ATM,REF-9E68A951AE2847F8,2026-03-31 17:57:49
TX055782,W003057,U003057,,,4,6,1,2000000.0,2025-06-13 21:18:55,BANK,REF-36BCDF35CB17426A,2025-06-13 21:18:55
TX055783,W004122,U004122,,U004133,2,1,1,392242.75,2025-07-14 13:32:36,MOBILE_APP,REF-D1492BA0AC4548EF,2025-07-14 13:32:36
TX055784,W006436,U006436,M000005,,1,3,1,500710.63,2026-06-22 00:29:35,QRIS,REF-0A8896F5D1B54825,2026-06-22 00:29:35
TX055785,W000997,U000997,M000724,,6,1,1,1417435.14,2025-08-25 20:13:48,MOBILE_APP,REF-1BDE2B5FFDD144C1,2025-08-25 20:13:48
TX055786,W004526,U004526,,U001898,2,1,1,253813.31,2026-06-12 11:31:22,MOBILE_APP,REF-B8587314DB524909,2026-06-12 11:31:22
TX055787,W001227,U001227,M000571,,6,6,1,493052.91,2025-11-04 12:31:48,MOBILE_APP,REF-46D3EC674FA3448D,2025-11-04 12:31:48
TX055788,W004081,U004081,,,3,4,1,1000000.0,2025-07-11 09:22:01,BANK,REF-352DC511142D4A26,2025-07-11 09:22:01
TX055789,W007646,U007646,M000558,,1,6,1,10906677.42,2026-05-31 07:51:17,QRIS,REF-0AE3F7EB35B64356,2026-05-31 07:51:17
TX055790,W009419,U009419,,,3,6,1,100000.0,2025-09-14 14:40:38,MOBILE_APP,REF-4860C61B5CF4421A,2025-09-14 14:40:38
TX055791,W009086,U009086,M000262,,1,1,1,66413.52,2025-12-14 19:15:52,MOBILE_APP,REF-B1BE726A2600420B,2025-12-14 19:15:52
TX055792,W009112,U009112,M000543,,1,1,1,494826.25,2025-09-27 20:14:15,QRIS,REF-8B08DF942DC14F34,2025-09-27 20:14:15
TX055793,W008000,U008000,M000795,,1,1,2,380754.38,2026-08-20 20:21:37,MOBILE_APP,REF-58EB94460209423C,2026-08-20 20:21:37
TX055794,W003895,U003895,M000366,,1,6,1,5338368.03,2026-06-19 14:38:15,WEB,REF-94809BA523554D32,2026-06-19 14:38:15
TX055795,W000929,U000929,M000308,,1,6,1,1965358.12,2025-11-02 16:07:27,QRIS,REF-E5BC8A9055F14F8D,2025-11-02 16:07:27
TX055796,W005402,U005402,M000306,,1,2,1,8114951.12,2025-11-15 20:47:00,QRIS,REF-488C5E628F344269,2025-11-15 20:47:00
TX055797,W006093,U006093,,,3,3,1,2000000.0,2025-06-09 17:56:51,MOBILE_APP,REF-E8402CFE27BD49B3,2025-06-09 17:56:51
TX055798,W003741,U003741,M000632,,1,2,2,226034.26,2026-02-18 09:22:18,MOBILE_APP,REF-C33FC44FDDAF4538,2026-02-18 09:22:18
TX055799,W007118,U007118,,U007064,2,1,1,317197.7,2025-11-11 20:40:02,MOBILE_APP,REF-9EB2368D924D4C3D,2025-11-11 20:40:02
TX055800,W006199,U006199,M000730,,6,1,1,941593.7,2026-04-24 08:35:40,BANK,REF-9570B4E7EF1A4576,2026-04-24 08:35:40
TX055801,W007457,U007457,M000696,,5,1,1,100221.82,2026-07-26 23:38:28,ATM,REF-FBBFAE01F3DE4DD2,2026-07-26 23:38:28
TX055802,W003284,U003284,,,3,6,1,100000.0,2025-06-19 22:42:20,BANK,REF-FA6EBD5F0E254FEE,2025-06-19 22:42:20
TX055803,W001804,U001804,M000966,,1,2,1,897141.87,2026-01-04 12:05:50,WEB,REF-929AA7EE884F419B,2026-01-04 12:05:50
TX055804,W000933,U000933,M000529,,1,6,1,400491.51,2026-07-19 19:50:05,QRIS,REF-367E3EBE9CE74CF2,2026-07-19 19:50:05
TX055805,W003088,U003088,,U000810,2,1,1,1216853.38,2025-12-16 15:41:05,MOBILE_APP,REF-E25FD4EC17A14E07,2025-12-16 15:41:05
TX055806,W005827,U005827,M000303,,1,6,1,2274435.97,2025-12-10 09:11:09,QRIS,REF-C5C6FA452D3E4703,2025-12-10 09:11:09
TX055807,W000186,U000186,,U003976,2,1,1,137944.05,2025-08-08 00:13:52,BANK,REF-9B0348585A9D4F4B,2025-08-08 00:13:52
TX055808,W006307,U006307,M000782,,1,1,1,250000.0,2026-08-03 20:29:27,QRIS,REF-B8A034E3AD6A46FB,2026-08-03 20:29:27
TX055809,W007489,U007489,,,3,6,1,1000000.0,2026-07-21 17:46:41,MOBILE_APP,REF-2C5982DFD19943B5,2026-07-21 17:46:41
TX055810,W006742,U006742,M000007,,1,6,1,153427.06,2026-01-05 21:27:29,MOBILE_APP,REF-7E2803D37AB24AB2,2026-01-05 21:27:29
TX055811,W004753,U004753,,,4,1,1,1000000.0,2026-02-20 18:21:40,BANK,REF-FC68CC6397494F12,2026-02-20 18:21:40
TX055812,W004786,U004786,M000366,,1,3,1,11558578.05,2025-02-07 00:59:55,MOBILE_APP,REF-C16D7B3569264E6F,2025-02-07 00:59:55
TX055813,W004222,U004222,M000033,,6,3,1,1342768.92,2026-08-22 11:51:16,WEB,REF-88E7A0AD0FEC40B0,2026-08-22 11:51:16
TX055814,W005118,U005118,M000926,,1,4,3,1680274.27,2026-05-02 19:49:47,MOBILE_APP,REF-7A78AB6E142043E7,2026-05-02 19:49:47
TX055815,W007214,U007214,M000078,,6,1,1,37888.82,2026-04-27 18:24:19,WEB,REF-311E082333414714,2026-04-27 18:24:19
